FID,X,Y,Mean_H,Std_H,Mean_Mean_Slope,Std_Mean_Slope,Max_Max_Slope,Mean_Slope_Std,Mean_Curvature,Upper_Mean_Slope,Lower_Mean_Slope,Inflection_Count,Max_Curvature,Std_Curvature,Mean_Slope_deg_x_C,C_over_Gamma_Mean_H,tan_Phi_over_tan_Mean_Slope,Mean_Slope_x_Gamma,Phi_over_Mean_Slope,Mean_Max_Slope_x_C,Gamma_Mean_H_sin_Mean_Slope,C_over_Mean_Profile_L_Gamma,tan_Phi_over_Mean_Slope_Std,Upper_Slope_x_C,Phi_over_Gamma_over_Mean_H,Curvature_x_C_over_Gamma,Min_FoS
5037,1693803.875,3910901.754,64,10.6771,7.6478,1.1256,20.4343,5.2178,0.0122,4.4233,10.0314,12.3333,0.0211,0.0065,344.1501,0.0312,3.4727,172.0751,3.2689,919.5432,191.6394,0.0033,0.0894,199.0502,0.0174,0.0244,
5038,1725811.876,3911201.002,116.3333,33.8264,11.7864,2.0078,32.8471,7.8544,-0.0044,14.2975,10.5168,22,0.0031,0.0096,530.3874,0.0172,2.2347,265.1937,2.1211,1478.1183,534.6596,0.0018,0.0594,643.3876,0.0096,-0.0087,
5039,1694324.874,3911381.75,173,50.405,9.5547,1.6217,30.1502,7.1285,0.0004,10.5948,6.588,39.6667,0.0012,0.0011,429.9614,0.0116,2.7703,214.9807,2.6165,1356.7592,646.1126,0.0011,0.0654,476.7653,0.0064,0.0009,
5040,1704077.126,3910994.003,90.3333,15.4344,12.9466,0.4162,35.1162,8.4766,-0.0006,11.0097,11.9202,20.3333,0.0021,0.0025,582.5962,0.0221,2.0284,291.2981,1.931,1580.2302,455.3664,0.0021,0.055,495.4351,0.0123,-0.0012,
5041,1707859.002,3910973.254,95.3333,24.4586,13.6021,1.0466,33.7195,8.9562,-0.0043,10.8468,14.7779,14.6667,0.008,0.0096,612.0936,0.021,1.9272,306.0468,1.838,1517.3764,504.4555,0.0028,0.0521,488.1081,0.0117,-0.0087,
5042,1708636.625,3910936,97,13.4907,11.7212,0.393,31.6951,7.949,-0.0101,12.9682,8.703,11,0,0.009,527.4539,0.0206,2.2475,263.727,2.1329,1426.278,443.3739,0.0031,0.0587,583.5712,0.0115,-0.0202,
5043,1711759.753,3910801.75,53.3333,2.6247,12.9126,1.0156,33.9239,9.4843,-0.0142,12.058,12.9352,8.3333,0.0284,0.033,581.065,0.0375,2.034,290.5325,1.9361,1526.5748,268.1565,0.0043,0.0492,542.6114,0.0208,-0.0284,
5044,1713577.25,3910977.253,96.6667,4.1096,8.1518,0.5932,29.9578,6.1827,0.0007,11.8449,6.7102,17.6667,0.004,0.0047,366.8311,0.0207,3.2553,183.4155,3.0668,1348.1016,308.4069,0.0021,0.0754,533.021,0.0115,0.0013,
5045,1726751.298,3911281.556,108,5.3541,12.1104,2.7091,31.3461,8.071,0.006,9.2565,11.7855,24.6667,0.0092,0.0025,544.9686,0.0185,2.1732,272.4843,2.0643,1410.5727,509.8049,0.0018,0.0578,416.5423,0.0103,0.012,
5046,1693492.5,3910881.504,90,26.9815,11.3361,3.2268,22.1332,6.3384,-0.0132,11.3031,8.0119,10.6667,0.0067,0.0146,510.1248,0.0222,2.326,255.0624,2.2053,995.9937,398.0423,0.0035,0.0736,508.6409,0.0123,-0.0265,
5047,1696594.25,3910858.246,119.6667,25.1705,12.1891,2.0641,37.9857,8.4354,-0.0165,15.1738,8.0506,12.3333,0.0054,0.0165,548.5078,0.0167,2.1588,274.2539,2.051,1709.3562,568.4896,0.0028,0.0553,682.8223,0.0093,-0.0329,
5048,1701640.873,3910888.758,116,19.3046,13.8707,1.6663,41.7752,9.3756,0.0221,13.2842,17.101,10.3333,0.0525,0.0322,624.1806,0.0172,1.8884,312.0903,1.8024,1879.886,625.6986,0.0031,0.0497,597.7911,0.0096,0.0441,
5049,1705344.248,3910892.5,103.6667,13.7194,16.8522,1.5053,45.3024,10.3902,-0.0336,18.992,13.445,14.3333,-0.0092,0.0182,758.3506,0.0193,1.5394,379.1753,1.4835,2038.6074,676.2021,0.0025,0.0449,854.6405,0.0107,-0.0671,
5050,1706461.126,3910977.995,157,34.8807,18.2089,1.7713,41.9041,9.7107,-0.0037,21.3181,15.4641,23,0.0041,0.0092,819.3998,0.0127,1.4175,409.6999,1.373,1885.6867,1103.8435,0.0018,0.048,959.3142,0.0071,-0.0074,
5051,1725445.003,3910915,98.6667,9.6724,12.9178,2.8336,38.3128,7.9691,-0.0138,13.6249,12.9416,19.3333,0.007,0.0161,581.2993,0.0203,2.0331,290.6497,1.9353,1724.0742,496.2861,0.0019,0.0585,613.1208,0.0113,-0.0276,
5052,1681791.376,3911129.006,127,55.5938,7.9842,1.3235,22.6558,5.6571,0.0016,7.5038,7.8195,26.6667,0.0047,0.0043,359.2883,0.0157,3.3246,179.6441,3.1312,1019.5094,396.906,0.0017,0.0824,337.6694,0.0087,0.0031,
5053,1712750.247,3910755.75,37,12.0277,8.4227,1.7563,31.5008,7.4655,-0.027,13.0978,5.0716,6,0,0.0306,379.0214,0.0541,3.1492,189.5107,2.9682,1417.5363,121.9404,0.0056,0.0625,589.4026,0.03,-0.054,
5054,1726352.751,3910906.745,109.3333,18.0616,13.7062,0.515,32.5428,8.9708,0.0004,13.8547,11.4958,18.3333,0.0231,0.0176,616.7783,0.0183,1.912,308.3892,1.824,1464.4275,582.8798,0.0021,0.052,623.4612,0.0102,0.0007,
5055,1677610.875,3911205.255,174.6667,60.0074,9.518,1.2586,30.4361,6.1222,0.0014,7.9571,9.6495,32.3333,0.0064,0.0041,428.308,0.0115,2.7812,214.154,2.6266,1369.6256,649.8517,0.0014,0.0762,358.0682,0.0064,0.0027,
5056,1678519.625,3911137.245,201,36.8872,9.3542,0.794,27.3441,5.9231,-0.0009,9.4088,8.4233,32.3333,0.0011,0.0015,420.9395,0.01,2.8308,210.4698,2.6726,1230.4865,735.0758,0.0013,0.0787,423.398,0.0055,-0.0018,
5057,1690532,3911039,304.3333,42.2401,17.5902,2.4903,57.6821,14.6952,0.0027,16.1277,12.9803,23.6667,0.0353,0.0268,791.5578,0.0066,1.4709,395.7789,1.4212,2595.6929,2069.3584,0.0018,0.0317,725.7483,0.0037,0.0054,
5058,1694602.75,3910852,96.3333,23.0988,9.1469,0.8261,28.9134,7.5016,-0.0088,10.8616,3.8239,11.6667,-0.0002,0.0075,411.6084,0.0208,2.8961,205.8042,2.7332,1301.1009,344.5576,0.0029,0.0622,488.7731,0.0115,-0.0176,
5059,1695573.626,3911081.25,162,64.9153,15.0329,2.0155,39.5665,10.3331,0.0047,12.1268,18.8694,17.6667,0.011,0.0046,676.4792,0.0123,1.7363,338.2396,1.663,1780.4941,945.4151,0.002,0.0451,545.7072,0.0069,0.0094,
5060,1707058.876,3910946.755,79.6667,16.9378,11.0897,2.0923,36.0731,7.884,-0.0085,11.4636,10.8389,23.6667,-0.0002,0.0094,499.037,0.0251,2.3791,249.5185,2.2543,1623.2894,344.7797,0.0019,0.0591,515.8636,0.0139,-0.017,
5061,1712227.625,3911062.75,92.3333,21.3594,9.992,1.3397,37.6735,7.2027,0.0079,9.8046,12.8019,18.3333,0.0165,0.0085,449.639,0.0217,2.6467,224.8195,2.502,1695.3091,360.4676,0.002,0.0647,441.205,0.012,0.0158,
5062,1677006.628,3910822.252,161.3333,41.9629,9.8519,0.5068,35.1223,7.9585,0.0041,6.3999,11.4828,25.3333,0.0075,0.003,443.3344,0.0124,2.6851,221.6672,2.5376,1580.5024,621.0989,0.0016,0.0586,287.9935,0.0069,0.0082,
5063,1702092.001,3910963.255,118.6667,38.4216,14.2988,0.5239,34.9232,7.2488,-0.0019,14.4787,13.4588,19,0.0016,0.0025,643.447,0.0169,1.8296,321.7235,1.7484,1571.5452,659.4342,0.002,0.0643,651.5393,0.0094,-0.0038,
5064,1715235.627,3910942.75,177.6667,31.0519,14.2545,0.6583,45.8043,10.2359,0.0083,9.5623,18.6931,22.3333,0.0165,0.0067,641.4544,0.0113,1.8355,320.7272,1.7538,2061.1916,984.3049,0.0016,0.0456,430.3013,0.0063,0.0165,
5065,1716898.751,3910859.997,388.3333,48.6233,15.7911,0.9918,48.0612,10.9672,-0.0028,20.2038,15.2185,31.3333,0.0151,0.0126,710.5992,0.0052,1.6489,355.2996,1.5832,2162.7555,2377.7417,0.0012,0.0425,909.1725,0.0029,-0.0055,
5066,1685686.751,3910951.748,179.3333,26.1321,9.9025,0.9338,25.7624,6.2805,-0.0008,11.6439,8.5384,32.3333,0.0036,0.0062,445.6103,0.0112,2.6711,222.8051,2.5246,1159.3091,693.904,0.0013,0.0742,523.9773,0.0062,-0.0016,
5067,1691392,3910743,172,19.0962,13.1372,1.8903,41.3347,9.7811,0.0047,9.1163,13.7725,27,0.012,0.0051,591.1761,0.0116,1.998,295.588,1.903,1860.0598,879.5907,0.0014,0.0477,410.2328,0.0065,0.0095,
5068,1692990.25,3910795.245,123,37.4967,10.5294,1.0061,25.6804,6.2374,0.012,9.1193,10.9382,20,0.0205,0.0087,473.8241,0.0163,2.5088,236.912,2.3743,1155.6178,505.7342,0.0021,0.0748,410.3682,0.009,0.0241,
5069,1711231.125,3910830.248,74,19.2007,8.238,0.3315,31.3387,6.4816,-0.0023,7.6811,7.5503,23.6667,0.0139,0.0168,370.7116,0.027,3.2208,185.3558,3.0347,1410.242,238.5712,0.0017,0.0719,345.6481,0.015,-0.0046,
5070,1713724.375,3910667,55.6667,9.4281,8.7445,0.9819,28.4702,6.486,0.0128,9.7597,7.3529,13.3333,0.018,0.0074,393.5047,0.0359,3.0316,196.7524,2.8589,1281.1582,190.4168,0.0028,0.0719,439.1871,0.02,0.0256,
5071,1719858.749,3910809.25,131.3333,43.0839,14.1925,1.5469,33.8697,8.6793,0.0085,12.8735,15.6565,19,0.0226,0.0127,638.6629,0.0152,1.8438,319.3314,1.7615,1524.1379,724.5087,0.0021,0.0537,579.3053,0.0085,0.017,
5072,1709696,3910683.5,60.6667,17.5942,10.4437,2.8904,36.9197,9.026,-0.0045,13.3109,5.8558,6.3333,0.0202,0.0223,469.966,0.033,2.5298,234.983,2.3938,1661.3879,247.4323,0.0046,0.0517,598.99,0.0183,-0.0089,
5073,1712958.254,3910983.005,92.3333,27.8248,10.8544,1.141,37.4271,7.7884,0.0143,12.5441,11.3759,18,0.0236,0.0074,488.4476,0.0217,2.4319,244.2238,2.3032,1684.2174,391.2217,0.002,0.0599,564.4837,0.012,0.0287,
5074,1715836.624,3910932.247,192.6667,35.4056,18.164,1.2524,46.5282,12.9334,-0.0023,15.8154,15.1303,16.3333,0.0194,0.0256,817.3782,0.0104,1.4213,408.6891,1.3764,2093.7679,1351.3812,0.0021,0.0361,711.6925,0.0058,-0.0047,
5075,1716149.124,3910898,148.6667,23.8094,17.9793,1.4167,45.5696,11.9838,0.0081,13.3721,18.4033,21.3333,0.0225,0.0115,809.0702,0.0135,1.4369,404.5351,1.3905,2050.6319,1032.5146,0.0021,0.0389,601.7443,0.0075,0.0162,
5076,1725483.75,3910653.256,76.3333,14.3836,13.318,1.7098,38.1504,8.0959,-0.0042,13.5413,11.6581,15.3333,0.0044,0.007,599.3089,0.0262,1.9699,299.6545,1.8772,1716.7679,395.6348,0.0024,0.0576,609.3592,0.0146,-0.0084,
5077,1678056.126,3911070.005,218,60.0389,9.7768,1.4285,32.8403,6.5267,0.0066,9.6574,9.8602,35,0.0106,0.003,439.9581,0.0092,2.7062,219.979,2.5571,1477.8147,832.9243,0.0013,0.0714,434.5817,0.0051,0.0132,
5078,1683820.876,3911111.996,154.6667,27.158,8.8785,0.9191,30.2517,6.3207,-0.0008,7.4904,8.4116,25,0.0071,0.0058,399.5316,0.0129,2.9851,199.7658,2.8158,1361.3265,537.1007,0.0015,0.0738,337.0665,0.0072,-0.0016,
5079,1696003.125,3910878.75,117.6667,41.9073,12.5277,1.5386,48.1179,9.646,-0.0145,11.1918,12.017,19.3333,-0.0037,0.0151,563.746,0.017,2.0986,281.873,1.9956,2165.3055,574.2729,0.0021,0.0483,503.6314,0.0094,-0.029,
5080,1700546.624,3911090.504,163.6667,37.7035,13.649,2.075,64.6045,10.3902,-0.004,12.3978,13.6446,27.6667,0.0061,0.0111,614.2065,0.0122,1.9203,307.1033,1.8316,2907.2019,868.9736,0.0014,0.0449,557.8991,0.0068,-0.008,
5081,1707657,3910721.25,93.3333,17.0163,12.6926,2.6785,35.854,7.2791,0.0015,13.0217,12.0426,16,0.0064,0.0035,571.1663,0.0214,2.0704,285.5831,1.9697,1613.4306,461.4119,0.0024,0.0641,585.9767,0.0119,0.003,
5082,1723372.999,3910784,151,19.3046,14.1586,0.6288,44.2647,10.4088,-0.0051,14.4239,15.1432,35.3333,-0.002,0.0032,637.1349,0.0132,1.8485,318.5674,1.7657,1991.9127,831.049,0.0012,0.0448,649.0736,0.0074,-0.0103,
5083,1683396.251,3910953.5,173,32.6905,9.488,1.6258,31.2257,5.9104,-0.0054,9.378,10.1927,24.6667,0.006,0.009,426.961,0.0116,2.7901,213.4805,2.6349,1405.1563,641.6453,0.0017,0.0789,422.0119,0.0064,-0.0108,
5084,1700367,3910620.75,99,8.8318,11.889,1.1138,36.0317,8.2899,0.0074,11.7278,12.6173,16,0.0269,0.0143,535.0042,0.0202,2.2149,267.5021,2.1028,1621.4259,458.9006,0.0025,0.0563,527.7497,0.0112,0.0147,
5085,1710039.375,3910840.753,168.6667,20.2868,16.9297,1.1271,57.4003,11.0485,-0.006,15.7821,17.1551,15.6667,0.0182,0.0183,761.8362,0.0119,1.5319,380.9181,1.4767,2583.0117,1105.0965,0.0023,0.0422,710.1925,0.0066,-0.012,
5086,1721059.003,3910749.5,79,22.6863,9.883,0.5126,34.5328,7.0364,-0.0147,9.6266,7.6278,17,-0.0019,0.0093,444.7355,0.0253,2.6765,222.3677,2.5296,1553.9747,305.0848,0.0023,0.0663,433.1951,0.0141,-0.0294,
5087,1709143.874,3910708.755,82.6667,23.1565,9.3183,1.8112,41.686,7.3544,-0.0144,13.9227,7.8985,18,-0.0057,0.0109,419.3247,0.0242,2.8419,209.6623,2.6829,1875.8683,301.1702,0.0021,0.0634,626.5231,0.0134,-0.0289,
5088,1725980.754,3910563.75,55.3333,15.3261,11.828,1.5371,30.2453,7.7204,0.0055,12.9672,8.8239,4.6667,0.0509,0.0322,532.2606,0.0361,2.2266,266.1303,2.1136,1361.0379,255.1934,0.0056,0.0604,583.5223,0.0201,0.0111,
5089,1676461.377,3910793.25,113.6667,26.5372,10.5542,0.2861,39.7244,8.4959,-0.002,7.4375,10.4396,23.3333,0.0065,0.0099,474.9398,0.0176,2.5028,237.4699,2.3687,1787.6001,468.4467,0.0017,0.0549,334.6875,0.0098,-0.004,
5090,1677289.378,3910563.25,103,44.5047,8.8847,1.9069,28.4472,5.4406,0.0009,7.3262,10.1479,13.6667,0.0076,0.0063,399.8098,0.0194,2.983,199.9049,2.8138,1280.124,357.9284,0.0026,0.0857,329.6804,0.0108,0.0017,
5091,1701043,3910697.257,157,23.7627,18.8018,1.7208,55.2522,13.0945,0.0035,11.8124,17.4528,10.6667,0.0301,0.0229,846.0825,0.0127,1.3696,423.0412,1.3297,2486.3511,1138.5105,0.0028,0.0356,531.5559,0.0071,0.0069,
5092,1702761.252,3910689.255,79,11.8603,8.521,1.5554,24.3455,5.6978,-0.002,10.4025,7.1921,21,0.0035,0.0047,383.4436,0.0253,3.1123,191.7218,2.9339,1095.5483,263.3746,0.0018,0.0818,468.1108,0.0141,-0.0041,
5093,1708304.5,3910987.748,117.3333,28.0753,12.7411,1.6244,37.745,8.7979,-0.0035,12.9849,13.3842,26,0.0109,0.0103,573.3498,0.017,2.0623,286.6749,1.9622,1698.5252,582.2415,0.0015,0.053,584.3183,0.0095,-0.007,
5094,1708855.004,3910497.75,51.6667,11.7851,10.3312,2.6057,28.9342,6.1252,-0.0038,9.2447,8.5945,5.6667,0.031,0.025,464.9018,0.0387,2.558,232.4509,2.4199,1302.0369,208.4794,0.0058,0.0761,416.0118,0.0215,-0.0076,
5095,1715208.377,3910586.744,114.6667,39.1606,16.1438,3.5562,44.1408,9.9289,-0.0114,19.4637,15.1258,16.6667,-0.0003,0.0133,726.4696,0.0174,1.6109,363.2348,1.5486,1986.3351,717.3652,0.0023,0.047,875.8663,0.0097,-0.0228,
5096,1718964.502,3910889.754,155.6667,27.3902,15.5975,2.2455,39.6705,9.4482,0.0015,14.8532,16.2502,21.3333,0.0068,0.005,701.8886,0.0128,1.6704,350.9443,1.6028,1785.1715,941.7459,0.0016,0.0494,668.3948,0.0071,0.0029,
5097,1721850.374,3910786.753,125.3333,13.9603,11.2689,0.6073,31.7113,8.4496,-0.0014,10.8203,13.0819,35.6667,0.0022,0.0027,507.0986,0.016,2.3403,253.5493,2.2185,1427.0106,551.065,0.0012,0.0552,486.9128,0.0089,-0.0028,
5098,1682072.498,3910774.503,134.6667,59.9685,7.7142,0.8834,27.4145,5.5982,0.0037,6.2074,8.6612,31.3333,0.0113,0.0057,347.1383,0.0149,3.4425,173.5691,3.2408,1233.6524,406.7215,0.0014,0.0833,279.3314,0.0083,0.0075,
5099,1698748.501,3910729.75,112,31.0591,11.2822,1.1618,36.683,6.9035,0.0031,14.2352,10.668,23.3333,0.0233,0.0146,507.7003,0.0179,2.3374,253.8501,2.2159,1650.734,493.0178,0.0017,0.0675,640.5845,0.0099,0.0061,
5100,1701476.999,3910586.254,142,44.9518,14.6707,2.857,62.5556,11.475,-0.0088,18.9427,12.5963,22.3333,0.0027,0.0114,660.1832,0.0141,1.7812,330.0916,1.7041,2815.0038,809.1782,0.0017,0.0406,852.42,0.0078,-0.0177,
5101,1714488.878,3910719.5,107.6667,19.2585,10.8927,0.3549,38.4373,8.7428,0.0067,10.9684,11.3268,19,0.0235,0.0126,490.171,0.0186,2.4232,245.0855,2.2951,1729.6786,457.7802,0.002,0.0533,493.5784,0.0103,0.0133,
5102,1717838.752,3910660.253,113.6667,36.8088,16.0098,1.6555,40.6237,9.777,0.0065,14.4393,16.3251,17.3333,0.0156,0.0066,720.4394,0.0176,1.6252,360.2197,1.5615,1828.0683,705.3615,0.0026,0.0477,649.7674,0.0098,0.0131,
5103,1722485.875,3910592,85,14.2361,12.0164,1.5283,34.6697,8.2901,0.0034,9.8713,11.3545,9.3333,0.0268,0.0166,540.7388,0.0235,2.1907,270.3694,2.0805,1560.1345,398.1671,0.0037,0.0562,444.2093,0.0131,0.0067,
5104,1724391.75,3910598,85.6667,23.6831,14.3504,0.3897,33.7414,8.193,-0.0149,14.1194,10.6718,10,0.0091,0.0176,645.7697,0.0233,1.8227,322.8848,1.7421,1518.3649,477.7346,0.0034,0.0569,635.3718,0.013,-0.0299,
5105,1720679.498,3910899.502,85,16.9902,10.307,1.6717,32.732,7.3288,0.002,11.0675,7.9259,22.6667,0.0189,0.0126,463.8134,0.0235,2.5642,231.9067,2.4255,1472.939,342.188,0.0017,0.0636,498.0364,0.0131,0.0039,
5106,1692323.001,3910666.253,106.6667,42.9444,10.3963,0.3404,31.0043,7.1658,-0.0045,9.3983,10.6331,22,0.0086,0.0139,467.8338,0.0188,2.5416,233.9169,2.4047,1395.1913,433.0938,0.0019,0.0651,422.925,0.0104,-0.0091,
5107,1693085.251,3910517.003,132,33.6749,11.1139,0.8494,32.3827,7.6926,-0.0026,11.3569,10.5797,22.3333,0.0099,0.0105,500.1268,0.0152,2.3737,250.0634,2.2494,1457.2211,572.4987,0.002,0.0606,511.06,0.0084,-0.0051,
5108,1714066.877,3911015.502,152,37.5322,10.5383,0.3875,38.9315,7.9186,0.0016,11.331,10.4359,31.3333,0.0091,0.0054,474.2243,0.0132,2.5066,237.1122,2.3723,1751.9179,625.4943,0.0013,0.0589,509.8941,0.0073,0.0032,
5109,1724655.751,3910751,97,8.6023,12.4454,2.2941,37.4747,8.378,0.0028,12.1619,13.3332,17.6667,0.0181,0.017,560.0417,0.0206,2.1129,280.0209,2.0088,1686.3636,470.3477,0.002,0.0557,547.2853,0.0115,0.0055,
5110,1679588.125,3910926.996,151.6667,29.556,9.1462,1.9328,28.9777,6.1852,-0.0031,10.1731,7.5138,28.3333,0.0058,0.008,411.5809,0.0132,2.8963,205.7905,2.7334,1303.9959,542.4337,0.0015,0.0754,457.7886,0.0073,-0.0062,
5111,1697831.75,3910551.497,131.6667,53.6987,14.8088,0.68,42.4162,8.7517,0.0053,14.1003,17.4536,14.3333,0.024,0.0179,666.3972,0.0152,1.7638,333.1986,1.6882,1908.7289,757.1993,0.0025,0.0533,634.5153,0.0084,0.0106,
5112,1698260.75,3910750.256,135.6667,57.6561,14.1364,1.1856,41.9306,9.3977,0.0084,14.5189,16.4058,27.3333,0.0149,0.0046,636.1362,0.0147,1.8515,318.0681,1.7685,1886.8781,745.5135,0.0015,0.0496,653.349,0.0082,0.0169,
5113,1708259.876,3910455.245,80.6667,28.241,8.8472,0.4812,27.2222,6.5822,-0.0081,9.764,7.9861,18,0.0022,0.0094,398.1252,0.0248,2.9958,199.0626,2.8257,1224.9975,279.1476,0.0021,0.0708,439.3822,0.0138,-0.0161,
5114,1709745.622,3910375.744,57,25.7034,10.1828,1.388,33.6476,7.3508,-0.008,7.0171,7.0277,6.3333,-0.0002,0.0058,458.2263,0.0351,2.5961,229.1132,2.4551,1514.1442,226.7324,0.0051,0.0634,315.7687,0.0195,-0.0159,
5115,1712584.371,3910657.74,106,41.2876,11.8507,1.5133,35.9946,9.2166,0.0046,8.434,13.1492,24.6667,0.0196,0.0131,533.2818,0.0189,2.2223,266.6409,2.1096,1619.7592,489.789,0.0019,0.0506,379.5288,0.0105,0.0092,
5116,1703217.379,3910359,38.3333,10.4987,6.7129,1.8225,14.0389,3.4822,-0.0219,8.0343,4.3993,3.6667,-0.0055,0.0118,302.0787,0.0522,3.9618,151.0393,3.7242,631.7489,100.8208,0.0062,0.1339,361.5439,0.029,-0.0438,
5117,1704529.25,3910577.011,97.3333,14.2673,10.7562,0.9887,28.7328,7.267,0.0009,10.4141,10.4567,23.3333,0.0045,0.0043,484.0273,0.0205,2.4547,242.0136,2.3242,1292.9762,408.719,0.0018,0.0642,468.6338,0.0114,0.0019,
5118,1710515.628,3910706.502,135,24.9132,11.7698,1.6429,40.6724,8.0107,0.0028,10.686,11.7935,23.3333,0.0088,0.0064,529.6393,0.0148,2.238,264.8197,2.1241,1830.2571,619.5875,0.0016,0.0582,480.8704,0.0082,0.0056,1.2925
5119,1683063.248,3910679.746,113.6667,34.7019,8.1173,0.787,31.4115,6.1543,0.0018,9.0737,6.2408,27.3333,0.0054,0.0034,365.28,0.0176,3.2694,182.64,3.0798,1413.5161,361.1208,0.0015,0.0758,408.3148,0.0098,0.0036,
5120,1689923.624,3910637.254,291.6667,37.1872,17.5533,1.3598,52.3363,13.1084,-0.0055,15.055,12.3624,24.6667,0.0193,0.0176,789.8978,0.0069,1.4742,394.9489,1.4242,2355.1356,1979.2015,0.0018,0.0356,677.4733,0.0038,-0.011,1.202
5121,1690621.625,3910482,191.3333,42.3031,19.1473,1.1789,47.1563,13.6166,-0.0219,20.3789,8.1696,12.6667,-0.0119,0.0124,861.6291,0.0105,1.343,430.8145,1.3057,2122.0329,1412.0318,0.0031,0.0342,917.0512,0.0058,-0.0438,
5122,1709432.377,3910421.996,58.6667,11.6142,8.2876,1.2456,23.6432,4.8232,-0.0082,9.0186,7.8741,10,0.0032,0.0082,372.9412,0.0341,3.2013,186.4706,3.0166,1063.9436,190.2671,0.0035,0.0967,405.8391,0.0189,-0.0165,
5123,1686063.751,3910561.5,105.3333,39.752,9.274,1.3032,25.596,6.2441,-0.0017,8.4366,8.0362,21.6667,0.0076,0.0069,417.3278,0.019,2.8557,208.6639,2.6957,1151.8202,381.9376,0.0021,0.0747,379.6454,0.0105,-0.0034,
5124,1693918.254,3910547.744,98,12.2474,8.0584,0.9716,30.1936,6.2569,0.0084,6.3967,10.0644,17.6667,0.0127,0.006,362.626,0.0204,3.2936,181.313,3.1024,1358.7137,309.1005,0.0022,0.0745,287.8526,0.0113,0.0168,
5125,1703625.376,3910542.248,109.6667,27.3293,9.9831,0.6396,36.1319,7.0536,0.0035,11.8864,7.4637,20.3333,0.0074,0.0031,449.2404,0.0182,2.6491,224.6202,2.5042,1625.9358,427.761,0.0019,0.0661,534.89,0.0101,0.0071,
5126,1705204.126,3910508,149,3.559,12.4602,1.3752,43.2304,8.8521,0.006,11.3965,16.3833,25.3333,0.0097,0.0042,560.7077,0.0134,2.1103,280.3539,2.0064,1945.3674,723.3384,0.0015,0.0527,512.8428,0.0075,0.0119,
5127,1714643.877,3910281.504,117,15.5134,19.3414,3.404,53.2463,13.0765,0.0095,11.9866,21.8528,9.6667,0.0223,0.0105,870.3613,0.0171,1.3285,435.1807,1.2926,2396.0816,871.8726,0.0035,0.0357,539.3986,0.0095,0.019,
5128,1688612.124,3910852.999,228,7.7889,11.0954,0.6751,42.7012,7.8877,0.0003,10.2472,11.5134,73,0.0043,0.0041,499.2936,0.0088,2.3778,249.6468,2.2532,1921.5553,987.2347,0.0007,0.0591,461.1254,0.0049,0.0006,
5129,1691266.125,3910414.504,192.6667,66.0824,15.8585,1.5261,48.8614,11.2904,-0.002,15.124,13.2637,29.3333,0.0014,0.0024,713.6312,0.0104,1.6415,356.8156,1.5764,2198.7613,1184.5911,0.0014,0.0413,680.5799,0.0058,-0.0041,
5130,1694152.878,3910344.505,58.3333,27.7409,8.1823,1.6817,20.0716,5.7244,-0.0023,5.8681,7.1163,8.6667,0.0102,0.0132,368.205,0.0343,3.243,184.1025,3.0554,903.2211,186.7999,0.0038,0.0815,264.0642,0.019,-0.0046,
5131,1705977.75,3910260.25,74.6667,10.0775,16.8222,1.0317,35.9113,9.4448,-0.0338,13.5725,12.0712,7.6667,-0.0266,0.0052,756.9982,0.0268,1.5423,378.4991,1.4861,1616.0065,486.1961,0.0051,0.0494,610.7622,0.0149,-0.0677,
5132,1706345.125,3910540.755,182.3333,55.9543,16.8327,2.1884,45.0259,10.2666,0.0011,17.0665,14.2311,32.6667,0.0127,0.0095,757.4724,0.011,1.5413,378.7362,1.4852,2026.1649,1187.9956,0.0013,0.0454,767.9909,0.0061,0.0022,
5133,1695170.377,3910745.998,194.6667,71.4345,13.7351,1.0751,34.3989,7.9579,-0.0087,16.9344,11.3677,32.6667,0.0026,0.0082,618.079,0.0103,1.9078,309.0395,1.8202,1547.9501,1039.957,0.0014,0.0586,762.0489,0.0057,-0.0175,
5134,1714803.499,3910793.001,174.6667,47.4435,13.0522,1.6833,44.4515,9.1278,-0.0018,9.6128,16.9577,37.6667,0.0004,0.0023,587.348,0.0115,2.0114,293.674,1.9154,2000.3176,887.5444,0.0011,0.0511,432.5751,0.0064,-0.0036,
5135,1716805.501,3910481.245,298.3333,128.2116,15.9684,2.1653,50.3458,10.3159,0.0007,16.8042,12.1657,34.3333,0.0061,0.0056,718.5763,0.0067,1.6296,359.2881,1.5656,2265.5624,1846.6525,0.0011,0.0452,756.19,0.0037,0.0014,
5136,1726413.065,3910501.335,83.6667,15.195,12.5466,2.1024,36.2875,8.8216,0.0032,12.93,14.6487,16,0.0085,0.0055,564.597,0.0239,2.0953,282.2985,1.9926,1632.9381,408.9422,0.0025,0.0529,581.849,0.0133,0.0064,
5137,1682512.75,3910616.752,128.6667,36.4265,8.2081,0.5963,24.5757,5.3116,0.0037,9.5759,6.3855,28,0.0073,0.0026,369.3665,0.0155,3.2327,184.6833,3.0458,1105.9049,413.3181,0.0014,0.0878,430.9138,0.0086,0.0073,
5138,1720186.124,3910442,109,30.3425,11.4846,1.9454,41.8348,8.2896,-0.0039,10.3731,12.7373,15.3333,0.0072,0.0148,516.807,0.0183,2.2951,258.4035,2.1768,1882.5677,488.3039,0.0021,0.0563,466.7873,0.0102,-0.0077,
